URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/RNDSRegistroEletronicoDispensacaoFornecimentoMedicamento,StructureDefinition/br-core-composition","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/br-core-location","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/RNDSPrescricaoMedicamentoDispensado,StructureDefinition/RNDSMedicamentoDispensadoFornecido","THO (V3)"
http://www.saude.gov.br/fhir/r4/ValueSet/BROcupacao-1.0,1.0.0-release,active,,BROcupacao,Classificação Brasileira de Ocupações - CBO (ValueSet),"Classifica as profissões do mercado de trabalho brasileiro.","StructureDefinition/RNDSLotacaoProfissional,StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/br-core-practitionerrole,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRProblemaDiagnostico,1.0.0-release,active,,BRProblemaDiagnostico,Classificação Internacional de Doenças (Atenção Primária),"Código Internacional de Atenção Primária (CIAP2) e Classificação Internacional de Doenças (CID10)","StructureDefinition/RNDSPrescricaoMedicamentoDispensado,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRTerminologiaMedicamento,1.0.0-release,active,,BRTerminologiaMedicamento,Terminologia dos medicamentos,"ValueSet utilizado para definir a terminologia de um dado medicamento.","StructureDefinition/RNDSMedicamentoDispensado,StructureDefinition/RNDSPrescricaoMedicamentoDispensado,StructureDefinition/RNDSMedicamento,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRTipoDispensacaoRealizada,1.0.0-release,active,,BRTipoDispensacaoRealizada,Tipo de Dispensação Realizada (ValueSet),"Indica o tipo de dispensação que foi realizada","StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRTipoDocumento-1.0,1.0.0-release,active,,BRTipoDocumento,Tipo de Documento (ValueSet),"Classifica o tipo de documento que está sendo trafegado.","StructureDefinition/RNDSRegistroEletronicoDispensacaoFornecimentoMedicamento","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRUnidadeMedidaMedicamento,1.0.0-release,active,,BRUnidadeMedidaMedicamento,Unidade de Medida de Medicamento,"ValueSet utilizado para definir a unidade de medida de medicamentos sob informações do fabricante.","StructureDefinition/RNDSMedicamentoDispensado,StructureDefinition/RNDSMedicamento","Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRViaAdministracao-1.0,1.0.0-release,active,,BRViaAdministracao,Via de Administração (ValueSet),"Via de administração de um imunobiológico.","StructureDefinition/RNDSPrescricaoMedicamentoDispensado,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
https://terminologia.saude.gov.br/fhir/ValueSet/BRCOREN,1.0.0-release,active,,BRCOREN,Conselhos regionais de Enfermagem do Brasil,"Conjunto de todos os conselhos regionais de enfermagem do Brasil","StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
https://terminologia.saude.gov.br/fhir/ValueSet/BRCRF,1.0.0-release,active,,BRCRF,Conselhos regionais de Farmácia do Brasil,"Conjunto de todos os conselhos regionais de farmácia do Brasil","StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
https://terminologia.saude.gov.br/fhir/ValueSet/BRCRM,1.0.0-release,active,,BRCRM,Conselhos regionais de Medicina do Brasil,"Conjunto de todos os conselhos regionais de medicina do Brasil","StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
https://terminologia.saude.gov.br/fhir/ValueSet/BRCRO,1.0.0-release,active,,BRCRO,Conselhos regionais de Odontologia do Brasil,"Conjunto de todos os conselhos regionais de farmácia do Brasil","StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
https://terminologia.saude.gov.br/fhir/ValueSet/BROutrosProfissionais,1.0.0-release,active,,BROutrosProfissionais,Conselhos regionais de outros profissionais da saúde do Brasil,"Conjunto de todos os conselhos regionais de outros profissionais da saúde do Brasil","StructureDefinition/br-core-practitioner,StructureDefinition/RNDSProfissional,StructureDefinition/RNDSMedicamentoDispensadoFornecido","Internal"
